video_id,category,Likes_Actual,Likes_Predicted
giiIq7t4oMQ,Entertainment,17372,15510
JDmse8M-3-Y,Entertainment,172107,142244
e2R0NSKtVA0,Peopleand Blogs,27144,40341
gs-iqvX6pOA,Howtoand Style,27573,41673
oWdLorlbhfU,Entertainment,233,4918
flLc6LmAG6c,Music,13309,28007
JR06IhY4C2A,Newsand Politics,6784,50429
Ex9mcCs3dhE,Entertainment,8130,16349
m7Ege1M5Pag,Education,14911,35345
IGScS6YgzBY,Comedy,175,4538
mwiKZ4qmRnQ,Howtoand Style,12180,8416
jYnEHDHp32E,Sports,1856,14609
o-BODsf2T68,Music,72729,72294
E5yFcdPAGv0,Music,911150,706719
3hn14sIQc6E,Newsand Politics,1503,11969
eWBNCnU_PK0,Entertainment,18107,17871
anDIlMVgNwk,Science and Technology,13030,51340
bAkEd8r7Nnw,Entertainment,104137,91512
nx1R-eHSkfM,Music,0,80385
1DRhHMy-D4E,Newsand Politics,2489,12147
_1LdMWlNYS4,Science and Technology,26722,22222
WemDKlmMAIs,Filmand Animation,3281,67037
qOioqgPyCwE,Entertainment,12428,24112
9pbCuFxRuqs,Science and Technology,24553,20906
Qh06wlg9RmU,Sports,3694,12248
SlbY1tGARUA,Autosand Vehicles,5503,52457
OPi9nTE70aA,Entertainment,1400,15761
4iRJDDjejCI,Entertainment,90141,95293
-R9F2_D76TE,Education,8926,9698
s1APv5uO2VU,Entertainment,14702,29600
nRLP9BoSQo4,Newsand Politics,205,1690
BFWI0GQZA14,Peopleand Blogs,41701,34331
3iUfzN4RAB8,Comedy,48178,89105
D4pdh0eTsxw,Howtoand Style,6024,6515
_CFJ1u-DIBc,Science and Technology,3102,2284
JDkHmQEOkYo,Comedy,23899,15713
TxGmy416VRs,Music,46469,29127
EUwzWHD3Htg,Autosand Vehicles,37338,74127
wNhYCsu3WWk,Filmand Animation,3705,35362
8udNOTFiqUs,Science and Technology,18659,35758
MNzBFgwkU0A,Music,69287,52987
m9sR3Z0vVOc,Entertainment,62467,77033
TnCa71iUVxA,Music,203773,105919
IP4hs_wq5yE,Sports,48390,93962
1h7KV2sjUWY,Peopleand Blogs,58340,37007
Ye4z35i1b2Q,Howtoand Style,34528,65832
9o-gcCwMOgA,Sports,4851,25576
FDbb28N7iI8,Peopleand Blogs,72871,52719
2ATuTL5i0_c,Howtoand Style,43318,25421
xF99M6Zilac,Howtoand Style,41025,87744
PaJCFHXcWmM,Music,10988,44002
w8vsuOXZBXc,Music,89055,59298
MEcc8e7WwXg,Newsand Politics,19527,71582
PDZg4veidX0,Music,1523,19450
l0jGg-MUd-U,Peopleand Blogs,30051,21377
8h--kFui1JA,Music,148686,80001
7FM_MfpYOLU,Filmand Animation,61211,54478
J-dv_DcDD_A,Music,1178057,815187
JhvwFB-NUbA,Entertainment,6175,21727
w-TSI1O4yGM,Sports,4431,18519
MtFjRvKfv70,Sports,1576,13075
x2KAYep8FwI,Entertainment,24878,35317
EYkEshCOhEU,Peopleand Blogs,15765,13358
bOG0X1WvXVU,Gaming,599,8209
UgpL43chE-E,Entertainment,2183,8686
UjtOGPJ0URM,Education,168506,122631
YBgabneSziQ,Music,7422,25534
NWQqJDGo4Z4,Music,2614,22761
2QHltvwTjSk,Newsand Politics,1182,11239
tG-IGNvfrg8,Sports,15273,31735
TV42WARem_o,Newsand Politics,7171,11562
zO0dIgvpmfw,Howtoand Style,38929,15318
LkpZFd2pZqY,Entertainment,2559,7658
qB24uIe2Q7c,Howtoand Style,33796,18713
r3W2qepsQe4,Entertainment,25322,35418
cY-fuk44Lu8,Newsand Politics,921,5817
54BVvP7zvDQ,Entertainment,33609,43100
HVjlcUtuENM,Howtoand Style,18096,-15221
bS9zXmexXUQ,Newsand Politics,9046,21885
gs-iqvX6pOA,Howtoand Style,26747,39784
VYOjWnS4cMY,Music,4962403,5239683
beb8zCGMsbI,Comedy,40763,29432
bAkEd8r7Nnw,Entertainment,102520,89577
ObvUP5YxAKg,Newsand Politics,2030,20896
U0Az4NHlzfc,Comedy,7771,10439
ffxKSjUwKdU,Music,2601283,2048147
JwivtxQEmc8,Comedy,5262,12564
iXfHlch1Lso,Howtoand Style,4305,7508
6xUnndUTDBQ,Peopleand Blogs,24190,15275
UJIo1AtoTss,Music,23122,31946
dWLDoQ0Kus8,Peopleand Blogs,17435,19777
bK0TEqDtkK4,Gaming,41934,37843
pfX353Wc0GA,Entertainment,1969,5849
IkV5VpEROW0,Peopleand Blogs,35515,33087
4iyOED0DPZw,Newsand Politics,127,3158
vGTTSdrV37U,Entertainment,11263,18370
HAGnqSKtn3s,Gaming,89200,223315
vbiiik_T3Bo,Entertainment,31986,29957
6vbFe6F48Uo,Science and Technology,10685,2476
jyNFL5t2A-U,Newsand Politics,2418,8920
h3umdwK-oPs,Entertainment,61438,31307
mMzKvVtrC6U,Entertainment,19580,49365
u9Mv98Gr5pY,Entertainment,1295189,1507180
qYNNT1WIhwM,Entertainment,13050,17634
syAXXLxO8tw,Filmand Animation,52140,52378
qcP7sS1qZ2M,Entertainment,12238,13210
WOAIo9G9rIY,Peopleand Blogs,3487,23666
MsQb18nU2hA,Entertainment,220797,160329
dx9mF1KJr0s,Music,76526,72553
dUMH6DVYskc,Science and Technology,11817,39361
FQC29joihwU,Filmand Animation,30055,53136
0vXLU9BnDPc,Sports,2632,12669
54z8jWNM0bE,Comedy,41221,55086
aTgxG6LPh9w,Comedy,53915,29826
kl39KHS07Xc,Education,124011,112865
9mwM1VB9qs0,Entertainment,9058,17705
gvZW4Lh-8Mc,Filmand Animation,145,29197
kJzSzGbfc0k,Education,58794,48204
ca3eYxZedD4,Gaming,7032,12764
dbMtuJ1tZnc,Entertainment,14895,19531
D30jtARAEh0,Newsand Politics,347,4660
cr6H8ACWp4E,Entertainment,16858,25288
cntsqw7XOF0,Music,6968,22300
i0p1bmr0EmE,Music,1324609,1932477
mdWcaWBxxcY,Entertainment,341449,412876
c3BTGJgd8Wo,Entertainment,7495,25111
WIWb8f1WIyQ,Autosand Vehicles,0,38720
TudhYwBrgYg,Howtoand Style,91885,94301
YS2y_12IWlA,Science and Technology,52842,68570
JuhWVxLtfWQ,Sports,2240,16764
S45Y5WQ4Ucs,Petsand Animals,23487,56871
ouWuzQb9vNg,Gaming,38378,64632
gDXwhHm4GhM,Filmand Animation,62950,97295
_IuEg3xbDA0,Entertainment,78726,80214
g3IvVejktJE,Entertainment,2977,7037
TM42O6kYbI8,Newsand Politics,16250,17906
Wz_YwUpNOcw,Music,38521,74580
_zCDvOsdL9Q,Comedy,297406,164669
JBTNG-8w5_g,Comedy,15717,23466
kgaO45SyaO4,Science and Technology,56561,104141
EjW7WzozgI0,Music,48112,59029
3ChgRbqGi-E,Music,133618,82881
5y0owYFTMno,Entertainment,3755,9900
vSRAOvhFF1I,Entertainment,8284,5443
MWb2vazaD28,Entertainment,97083,52461
SFxZb-GHbrQ,Entertainment,9204,9406
GEsK9GudV2M,Music,84274,49167
AM1pavPRU8E,Entertainment,25130,12044
SzB-tnaU0cM,Petsand Animals,4077,17156
RyquDQ5kWSs,Entertainment,8187,27863
fNtLIcyjsnI,Filmand Animation,16430,62679
l_eR85kmWbY,Science and Technology,3484,1508
kX0vO4vlJuU,Music,2122948,1150332
behWkJPCkLI,Sports,8444,42493
whwUlzuLfs4,Music,2744,36866
NjCIH1fXT0I,Science and Technology,15859,15187
V8d6oQPQmX0,Entertainment,10149,18773
DEXfRMTRJss,Entertainment,16204,14487
i_N3q2ZAj-o,Newsand Politics,164,2907
vNya04dlC4I,Entertainment,190,3959
#NAME?,Comedy,16094,18945
41d9Bd7m8js,Comedy,10525,23054
XdNOI-q70q4,Entertainment,41748,47285
ZCEgDAYzyRw,Comedy,95311,66196
tJfDBSWYqU8,Filmand Animation,31530,190113
7keZTcdouoY,Newsand Politics,6355,8225
zEf423kYfqk,Music,793907,643671
0bSE-rh7jFg,Comedy,804,18121
Xpw0ts8RTfk,Entertainment,1100,4410
rQEqKZ7CJlk,Science and Technology,49325,63086
4SANXNco_y4,Music,2793,20174
SM1w9PEQOE8,Music,1066373,566347
AP14dJZzKkA,Entertainment,35345,33347
UhiXEgqhBWs,Music,30307,34421
KksXbA66RQQ,Entertainment,9073,11764
wrpeEitIEpA,Filmand Animation,61224,71264
AshvBTw5Z84,Entertainment,75510,50563
xffS8n-M0Jg,Comedy,128952,63512
X6h2BE8-w0M,Comedy,6084,14877
jS9q7Tu_G0o,Howtoand Style,59320,50734
5czA_L_eOp4,Education,8681,4167
XiIShINrftE,Music,23436,30911
Xr2rgT9uEnA,Gaming,109500,84304
ijVLdH5dt-c,Entertainment,88,6901
GCTyFp0PpHE,Entertainment,8021,9062
vZJXXguLysI,Entertainment,62,2934
8h--kFui1JA,Music,351824,397437
T7H7uH2t854,Entertainment,27878,13590
glHNu91zUdA,Autosand Vehicles,7332,39080
8JnfIa84TnU,Music,229850,145527
25Uouf_9DUk,Peopleand Blogs,106,6458
wGjplV12k10,Sports,5572,34271
ZBXZojt6dpM,Education,6090,2808
fNVUTgd4pio,Music,52805,63593
D2UE_Gw7XpI,Comedy,19905,13877
K-yazBBF3gE,Howtoand Style,70918,36945
SpdgahDp2Wg,Autosand Vehicles,13306,63056
Tn8hOPeAnIM,Peopleand Blogs,169013,87474
5q4Z7HqxFM0,Peopleand Blogs,10519,11208
PXAZ3KphJz4,Howtoand Style,12895,6224
u_C4onVrr8U,Music,100108,82016
af6L1jBZGYA,Comedy,15747,30471
M4ZoCHID9GI,Music,1159461,1408048
TzQe4sqjZT8,Filmand Animation,685,29869
Ho-QAgN6hHA,Sports,906,14080
xwXP7vB4mlY,Peopleand Blogs,21038,26000
D8mu5AgUsPs,Entertainment,1751,9022
ulNswX3If6U,Filmand Animation,895563,1057689
E2qtPth2W6w,Entertainment,10221,14024
3mRjN1Focog,Peopleand Blogs,4544,9022
dpLrlEBFq-0,Comedy,217378,137045
Ga7thDlGbs8,Newsand Politics,350,6022
KXPFrjp3yF0,Education,15122,13711
1QmPCVW6jOs,Education,28279,60207
F4qfN5UeFvQ,Music,349420,223878
RzK4sqmgimk,Peopleand Blogs,9706,9169
cDZfh5IjGv8,Science and Technology,38904,41062
kewIE0Zw6yY,Entertainment,124589,134569
1A_aWbz6D5A,Entertainment,1419,7685
kxkrdLI6e6M,Entertainment,33469,15951
CV3SaepBEYI,Comedy,42552,22939
oVbqjIuZgIk,Entertainment,2232,5155
4VDylTCCzOY,Entertainment,2205,8673
i-LCORFB860,Traveland Events,716,27510
WiQeLGqBfcs,Sports,6535,31563
V1Pl8CzNzCw,Music,198921,97058
m1-rpd3S-48,Music,293427,190663
jLCHpZ6B1gU,Music,28724,50523
u6unJQownW4,Music,406863,491926
_PgMjA4x3rE,Comedy,38993,45209
jXoDKhdUvFo,Howtoand Style,1584,1789
kton-qrKNLc,Music,89449,57947
vjI4Alon-3Q,Music,834138,1071735
i1AHCaokqhg,Gaming,28778,30737
CXK3OiDgymo,Peopleand Blogs,24587,19119
fPeQR-_JBzU,Filmand Animation,9798,32708
BLXLPisBe8s,Howtoand Style,15365,10884
KrxDhokzEv4,Howtoand Style,24368,27965
a30K69hUJyo,Entertainment,15788,15847
wqEknnPadMA,Entertainment,6688,10535
08l0K3UyUXE,Newsand Politics,1778,6702
NBSAQenU2Bk,Filmand Animation,24464,43139
oFfMN6lPnlA,Entertainment,33396,25058
vZJXXguLysI,Entertainment,46,2777
iyeWTFLzNZ4,Peopleand Blogs,1085,10373
nCwHHLfxA7g,Comedy,56155,32832
xBiB4CIq9FE,Howtoand Style,55540,53066
HBvPrh2yMik,Entertainment,19131,18017
22iCU_bsApA,Sports,4975,23445
t4YAyT4ihIQ,Comedy,127412,74098
sjVqDg32_8s,Filmand Animation,27673,74733
1J76wN0TPI4,Entertainment,749197,894209
VA_P3p7MI98,Newsand Politics,12423,12704
fJZht2-Kg3w,Entertainment,11439,15676
QgOXIEhHU1Y,Music,755991,680594
PAHm7SEhhuw,Comedy,17832,22153
ClM-MORjXQI,Petsand Animals,11294,20762
ghMEmxP0hgw,Comedy,222198,80071
hB07EJhMBRs,Science and Technology,24306,23592
Ho-QAgN6hHA,Sports,882,13969
tblXEAKO6KA,Music,16,18405
KIEVOMxKWxc,Gaming,10504,19014
GeF_5qo00Uw,Filmand Animation,13152,48674
5qxqo2CQakA,Comedy,24365,17201
MfFFNck87eE,Comedy,4257,6096
#NAME?,Education,7828,7010
mN4JWnTOSmg,Peopleand Blogs,238,5421
ljEjBIZ2qCQ,Peopleand Blogs,12120,15535
d1D1SJ-KqaQ,Music,431157,301591
NHZr6P1csiY,Music,177887,104864
SQsPvrev_bQ,Education,129365,61335
IzbcIFW1qB0,Newsand Politics,361,1869
LU86T12xBQQ,Peopleand Blogs,21551,21080
dwvVhnQTfDk,Comedy,47673,61023
cOaRPJQXFG4,Music,3260,22380
dx9mF1KJr0s,Music,78874,75891
WIV3xNz8NoM,Entertainment,19998,25859
lBHPVE3AI6Y,Newsand Politics,430,5507
r8FQ5wUYm9c,Comedy,62344,40094
g2MyotPRcXE,Howtoand Style,2831,1940
uRP4nAGMYCY,Peopleand Blogs,65269,61199
X212iTIMfYU,Howtoand Style,427,868
SwqUpegUT2Q,Entertainment,5876,13591
2PH7dK6SLC8,Music,51670,54336
pcJo0tIWybY,Music,209333,172464
Xr2rgT9uEnA,Gaming,105205,79681
3mUtNE82ZV4,Entertainment,46,2770
p8t4HQWwDxk,Entertainment,34811,33104
FH4SVGKUX8A,Music,1045,19217
8pffcngJJq0,Newsand Politics,238,4360
gPHVLxm8U-0,Entertainment,87323,145659
rNaFB-IoXaA,Music,32229,35002
sV7eDd1d7LI,Howtoand Style,178047,84184
WmYCUljsrDg,Entertainment,6507,8027
3y75zBl37f8,Howtoand Style,31168,29241
mUSv8b-V5I4,Autosand Vehicles,25053,80894
2Z3yeFZyCjI,Peopleand Blogs,4947,10443
LHLbPgXPnlk,Newsand Politics,396,3282
CRiBnM9l4N4,Howtoand Style,74970,56008
kjC1zmZo30U,Entertainment,40721,107268
nx1R-eHSkfM,Music,0,52418
AEAHRq62p3Q,Sports,197,13146
YRRczTwopgA,Filmand Animation,2183,30660
0ycLaWymtKk,Entertainment,16873,20317
rcGFrdopXxo,Entertainment,18031,74023
MWbQdgjsvJI,Howtoand Style,132257,74665
xfdUIY8rEmA,Entertainment,52527,60542
JiOXpKU7tWc,Peopleand Blogs,13128,11960
6ZfuNTqbHE8,Entertainment,2555411,2719191
iatq3Rn4vsg,Entertainment,9129,12258
LtlkeMfbdpM,Entertainment,228,3423
8EK-QMtHhMI,Comedy,93215,255455
w2QTDd1sT1E,Entertainment,115300,76544
NtFe5PM87BU,Sports,6952,25206
-37nIo_tLnk,Sports,2,10538
K3ZwxsTOD_8,Entertainment,25773,33717
hFay0SVFxVI,Entertainment,7846,10826
x9mh-SwSKas,Howtoand Style,10138,6963
H_cwo3NxUUA,Howtoand Style,43123,27112
FwENtwtY0EI,Entertainment,50370,49299
Q9B45wXYpzc,Newsand Politics,46,1835
n-H6zIeMiUs,Education,19853,49639
pcEQ5N0qGeM,Peopleand Blogs,7805,11355
zNqSvg5qwGw,Newsand Politics,1264,10567
fDRrqJU4-Tk,Gaming,74501,79705
3nwwX-DEH1M,Traveland Events,4931,20880
mcsTWPSMDtg,Peopleand Blogs,36911,25705
FBhVIhmh_N8,Entertainment,3890,10398
M79o2UejYKo,Howtoand Style,99613,82580
fGHOLz35L8M,Petsand Animals,26005,30669
CPjWgk0UXps,Entertainment,32548,29899
E21NATEP9QI,Newsand Politics,24369,28491
Bm8rz-llMhE,Music,404435,328753
XHpEJRsHefM,Science and Technology,1370,16549
i1AHCaokqhg,Gaming,27223,29322
Sy3ERg7OCWo,Music,219626,124395
VifQlJit6A0,Entertainment,2366,12839
43hsIO_Jxtg,Entertainment,14025,23129
pKFd5rAUM2s,Entertainment,227103,102257
DhwwTxTh5To,Science and Technology,14372,12647
gA-NDZb29I4,Music,129477,125238
GpbMbBNP-NI,Howtoand Style,14891,11471
suEeS2v334I,Music,4093,20355
CWrjDoEBQsw,Howtoand Style,21492,17289
5E4ZBSInqUU,Music,114188,60133
dYXaxeJBj5k,Howtoand Style,73344,29204
Y7u45kMINgE,Sports,4520,32439
4_aR3HqFrr0,Entertainment,5464,17971
CiaoTcPpbDE,Sports,5587,19339
MNzBFgwkU0A,Music,52786,42614
iWeNDPTYAZw,Sports,31432,38742
uY6lAISZQ0Q,Sports,4800,26350
oS2MW3YIJew,Music,58372,49921
taxAD2LePy8,Howtoand Style,32631,19493
M-Rl_kUU4vk,Howtoand Style,10994,9458
f1fXCRtSUWU,Filmand Animation,22648,58003
of_i4P9QwyM,Peopleand Blogs,27854,17223
jGl-6an8fz8,Newsand Politics,4320,18832
37z3bfXu3BA,Music,2440,21445
zIiIcjfA2-I,Education,896,2261
p-GN8WXoiX4,Entertainment,121215,126820
Y9nDagqKL7Q,Filmand Animation,30139,45181
PaumoJFmHlY,Music,33857,39467
73_OWzBr8Fo,Music,140312,81233
aj_8zEqGh0M,Filmand Animation,1484,36273
c8W-auqg024,Education,152779,156650
t4pRQ0jn23Q,Entertainment,49709,47119
D0N3qaqXymY,Sports,1036,19376
EbXHZ4WoyFY,Sports,3278,19185
fuHcdFPBKy0,Entertainment,91439,88968
bhqH6tTr_Lk,Entertainment,5830,6758
5ek2W8hUvGw,Filmand Animation,86444,94764
bo7cX6kCM2A,Entertainment,192,2913
bye513KciIk,Entertainment,3796,8553
7J4nN0Te9m8,Music,1980,20537
tCXGJQYZ9JA,Music,1395750,909961
IFasecLYzD0,Traveland Events,6514,13788
1DQ9UTz5j8o,Comedy,37480,26898
4_aR3HqFrr0,Entertainment,5645,18558
EAGhzuitLXU,Music,201028,161930
sukhhtHWgko,Entertainment,7620,10582
1U1u5aKU3AY,Newsand Politics,1814,12308
XzvHSMEBFjE,Sports,18444,28529
8udNOTFiqUs,Science and Technology,19584,38461
t0Ro2Yqs6mA,Newsand Politics,489,2308
Lwfhn_MiTTg,Peopleand Blogs,37949,22525
6J-D86wfxiE,Entertainment,4316,7115
MeXyRyxCjT4,Peopleand Blogs,52012,38624
ShZ978fBl6Y,Music,155591,83306
KUUjtUP2CrE,Music,47800,85054
SWVtV59mczk,Gaming,153948,165738
FUPQ8Lz_kSk,Howtoand Style,8510,6201
CJRw18MtRPg,Science and Technology,22710,50366
jg4hFf-zmn8,Petsand Animals,5499,15986
U9BwWKXjVaI,Music,925537,1087003
kfPNxNIDHrA,Newsand Politics,23458,30293
AU9I1MX0c2s,Music,9083,26657
H5tK00zL6EQ,Peopleand Blogs,13501,11980
CvAQpSdcvno,Peopleand Blogs,1930,6792
S1ke1xQ-rmY,Science and Technology,63,-1572
wSwewlSkIXU,Music,26170,35924
#NAME?,Petsand Animals,16190,31668
tUBLW5bCqfM,Comedy,46995,21483
0vXLU9BnDPc,Sports,972,11059
A9QDgSTVhyM,Comedy,26505,16389
VXQ1FD77egw,Entertainment,15418,20311
nUmO7rBMdoU,Filmand Animation,8495,44827
8bKKVuZA0ys,Howtoand Style,698,1123
Yz_VzJ4_OOo,Entertainment,8597,10501
PrNRtC3XfWk,Howtoand Style,9825,6952
_NWs7ntMRBA,Music,176090,101523
s1yV1kTrVGA,Newsand Politics,3679,13106
naOKPDCngMI,Petsand Animals,1987,14251
wAQ7autd61g,Music,15294,27316
CP23fL52Bes,Entertainment,2693,10114
Rm_zQP9JIJI,Science and Technology,7735,6081
fKuxh0E9mSI,Music,11138,29860
hYOa56nwx5Y,Education,5431,4052
OwrjBiW3suM,Education,9310,12717
arv7U6cfD40,Comedy,8186,7114
OXVm3fhYsEo,Howtoand Style,111655,90309
s1APv5uO2VU,Entertainment,15825,32388
PAHm7SEhhuw,Comedy,23789,32832
mQ055hHdxbE,Music,137442,120090
8uvIPHtKoQQ,Entertainment,2373,10405
6wGj89GE6aQ,Entertainment,109553,67423
qpkXi0-XkxI,Entertainment,15997,41614
Y6zucdAzNi4,Entertainment,1311,3864
aJOTlE1K90k,Music,406604,184353
S4vxoP-IF2M,Science and Technology,15651,8749
IOuFE-6Awos,Entertainment,122670,85326
OWz3Fa_qK5Q,Music,20668,30248
VQhIUzPJi8o,Music,136926,78112
WQd6x4KmVhA,Music,702,18768
NfLVVJOuY5M,Sports,12465,16331
v23_b_V6beI,Howtoand Style,4027,3972
3RlbqOl_4NA,Newsand Politics,11344,37275
gNXoxfeyzmI,Comedy,88228,51847
n0j_CX1S2es,Sports,75577,110060
IzQwbRdh5Ts,Science and Technology,188,-1295
m1-rpd3S-48,Music,247816,143209
VhexfxLPgTE,Sports,8677,21139
m9sR3Z0vVOc,Entertainment,61883,75910
5GRyr0noXrw,Sports,453423,480315
OPHbqY9LHCs,Science and Technology,13689,10975
Qcj15vHJTtk,Entertainment,66248,158271
RHUxyXZBXY8,Music,59046,63571
7cTi6PHUqMw,Entertainment,1435,6350
8EiDiriAmfk,Comedy,93034,42614
J2HytHu5VBI,Peopleand Blogs,1967904,1566121
kJ18whKduFo,Education,1703,686
K7XsnDRtAcw,Petsand Animals,5989,19969
tJv-xtxKkQY,Gaming,202863,230866
_wNZbgBPz1Q,Filmand Animation,21454,48636
wDrx1pxh-Po,Howtoand Style,10907,10560
WQd6x4KmVhA,Music,705,18773
YrzxVhbDc-4,Education,266,7719
3tjHS7JRB4c,Comedy,30779,62149
24HFgBQawWA,Music,9959,23070
OWYKrIKMO1M,Comedy,5569,9103
qrPPj3e2M-M,Comedy,3676,6271
C-rumHvmqCA,Entertainment,0,270317
mjBIsBPG1N8,Peopleand Blogs,5863,8494
GpxCT36DxKg,Entertainment,58543,149525
baj6llvgpWA,Music,108942,109127
EQvdKS-QX_E,Sports,21664,34941
xGCnZ-9dPc0,Science and Technology,2693,4016
fmiZUgA-2W4,Peopleand Blogs,18,5008
JqfuKsoEEms,Entertainment,4471,181722
IR8k4uYnTfI,Science and Technology,295,-1578
KObL442PWhQ,Entertainment,33495,31246
3jcolXvi8IA,Peopleand Blogs,770,5757
2fGXDFiFBhg,Science and Technology,198325,239889
GKBI_bVFSfs,Autosand Vehicles,28295,126502
2ybeU5JUoK4,Sports,8837,42459
OGPsw2f_HQk,Music,60861,50459
4lm75v4Ndlg,Entertainment,46215,36891
8BQqX3bUqtY,Music,66661,51536
QWz3auJ78ik,Music,18275,26163
dEs6-IfOGbw,Traveland Events,7937,19373
qv9Gt38LOKQ,Howtoand Style,20658,15062
YHTnun3zpNk,Entertainment,318,4363
XdNOI-q70q4,Entertainment,48094,61235
pypRKeF3u6A,Entertainment,1845,4055
Q5KmA3Xbmqo,Entertainment,319195,278560
fDRrqJU4-Tk,Gaming,86780,118892
lM0yu7c6lQk,Shows,4763,-8304
ZcCp7488puc,Music,140240,88324
8KaKWPJq5dY,Gaming,82988,48409
exGGotfSuH0,Petsand Animals,1815,13843
5JEI0sjJs8c,Newsand Politics,4059,12682
nkcy2nyPFDE,Peopleand Blogs,2848,7897
O6epKIw7W5M,Science and Technology,22678,22873
sjVqDg32_8s,Filmand Animation,41742,111630
t4ZsyO1n-kA,Entertainment,22013,25621
UwdLlnPaRAU,Sports,14353,21852
m1-rpd3S-48,Music,186428,99025
iSt_jbT6rak,Comedy,63531,41495
20bpjtCbCz0,Filmand Animation,377220,441891
gjXrm2Q-te4,Comedy,76806,57355
YML2DM0K8DQ,Music,4652,23273
bJNnsAmNoUc,Music,1789,20381
LeFxjRMv5U8,Science and Technology,5386,15157
sjN-NGsRg9g,Music,73680,51642
ggpoZyF2lU0,Entertainment,18958,16305
#NAME?,Music,8761,33119
8jp3SxojXpU,Newsand Politics,1433,6636
u0-pfzKbh2k,Traveland Events,10079,49463
gDXwhHm4GhM,Filmand Animation,74584,114453
ugdgAifIOBA,Music,26859,37241
UKKYt6fWob8,Newsand Politics,203,2231
9dmij6g-iZc,Entertainment,11391,15087
c0bsKc4tiuY,Peopleand Blogs,43948,23506
UqItlHUSN-4,Music,111536,105131
sMEmj80EJy8,Howtoand Style,1397,1199
vAGtarDX544,Education,1013,439
eEDZuFw34YM,Science and Technology,29814,25944
1ZXWwIjQnHs,Comedy,30764,51953
3BNg4fDJC8A,Entertainment,77162,55120
t0N7Vv7bafU,Newsand Politics,3377,6587
oOZ_Q6qzXuw,Autosand Vehicles,21256,72530
Ld57wNXddGU,Gaming,3655,9804
de8K18_G0qk,Music,1227,19225
dBTKW8NKAt4,Entertainment,88,3295
Ii_Gz1WbBGA,Education,10274,7879
aSO1gltbg0o,Sports,1131,15343
UhiXEgqhBWs,Music,40093,56135
me5ifeBFaFo,Entertainment,96880,132239
4HU6Z7anycw,Filmand Animation,284613,186768
SM1w9PEQOE8,Music,1217559,717468
mdTv3V4ALzg,Howtoand Style,8852,9687
JYnNlHQzYTY,Entertainment,11555,13000
bJNnsAmNoUc,Music,1731,20216
DgOUdtUlL24,Howtoand Style,157600,79306
GgVmn66oK_A,Newsand Politics,9086,28625
0aFhzGEBQlk,Science and Technology,8295,3873
#NAME?,Entertainment,232840,213769
B5gu6o6CIDA,Howtoand Style,4275,4041
f45Va7jMSx4,Peopleand Blogs,4557,8255
WbgIREVg2JU,Howtoand Style,24318,18173
PliRMGvytnA,Entertainment,95807,80186
lcpxLXjYAa8,Newsand Politics,1751,14693
8I_NkJ8VTEI,Peopleand Blogs,4329,-106712
3MA_64gyaA0,Howtoand Style,19893,19049
Kw0ih4jPOBo,Music,6593,27556
M0kcLjxoYS8,Comedy,100849,54310
7cTi6PHUqMw,Entertainment,1374,6196
1l26UFQ06eQ,Entertainment,53675,109032
ORjqEzrLG-U,Peopleand Blogs,2318,7383
sS0LCjOiIhc,Music,975760,1106138
hlGm5tse8ek,Newsand Politics,2146,17575
lxSWRdgD4Ho,Entertainment,1215,4984
iQp1_GfDhwQ,Music,89910,196408
WAwRrtH-4Lg,Comedy,247246,254351
X-eRc9PF3TU,Entertainment,24666,22589
csqXekWeBYo,Peopleand Blogs,43,5010
pjuPpVLXDQg,Autosand Vehicles,136,28465
f1fXCRtSUWU,Filmand Animation,23185,59097
DCUD9kjYOAk,Music,70460,51102
iWeNDPTYAZw,Sports,32499,41839
gau41b7_Hqs,Newsand Politics,2117,7784
Pxf8Bf1V0is,Entertainment,8535,7200
mB7hkJ33044,Sports,8442,59144
SJmU2ewFhkg,Entertainment,1365,4813
b8GGWHGkx3Y,Gaming,16327,26563
rvskMHn0sqQ,Education,174415,112691
VSJ0STT8JRw,Comedy,26303,24708
e5bernQdWiE,Peopleand Blogs,33094,36679
wbSwFU6tY1c,Science and Technology,300309,364794
g3IvVejktJE,Entertainment,4088,9967
fC8gutkCu1c,Music,181599,112025
OZsYiWBgFOk,Filmand Animation,11686,120362
yFRPhi0jhGc,Education,37594,21049
vxfJbW6KDp4,Education,11281,6808
MeNR0guNn70,Science and Technology,7310,13336
DrY4EUirqgE,Entertainment,545,3924
K6xwB8Kkce0,Music,157975,57799
HdusPnywwPI,Howtoand Style,56273,44894
7oRdswHqaf8,Howtoand Style,1933,2800
QRis1pHOhj4,Comedy,1394,8816
3pCCjHDPq6U,Education,13124,18107
q11UD-6XT-8,Entertainment,5915,15861
48GpQJX3kYY,Sports,2535,15055
P4YJwy_T9pM,Peopleand Blogs,31892,22293
NyNQLRhsAsk,Comedy,16037,38779
efNXlVeeLIw,Entertainment,12495,20297
zNL_kGO6lQ8,Entertainment,13875,22189
1zO2JEV6He0,Comedy,107743,56706
3y75zBl37f8,Howtoand Style,33417,32372
GLbX9CL7Yg8,Comedy,16876,24715
Eq1BuMoTW7Q,Howtoand Style,5483,5918
By6Mi7VlqcU,Peopleand Blogs,2616,12632
F8CR9IP7Mog,Music,18900,31123
QBL8IRJ5yHU,Howtoand Style,188652,147456
